Fecha,Hora,Fecha valor,Producto,ISIN,Descripción,Tipo,Variación,,Saldo,,ID Orden
18-09-2024,06:57,17-09-2024,,,Retirada Cambio de Divisa,1.1141,USD,-2.04,USD,0.00,
17-09-2024,07:53,16-09-2024,ALPHABET INC CLASS C,US02079K1079,Dividendo,,USD,2.40,USD,2.04,
17-09-2024,07:53,16-09-2024,ALPHABET INC CLASS C,US02079K1079,Retención del dividendo,,USD,-0.36,USD,-0.36,
16-09-2024,18:46,16-09-2024,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 2,3 EUR",,,,EUR,49.27,
16-09-2024,18:46,16-09-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-2.30,EUR,46.97,
14-09-2024,06:59,13-09-2024,,,Ingreso Cambio de Divisa,,EUR,2.30,EUR,49.27,
14-09-2024,06:59,13-09-2024,,,Retirada Cambio de Divisa,1.1103,USD,-2.55,USD,0.00,
13-09-2024,07:20,12-09-2024,MICROSOFT CORP,US5949181045,Dividendo,,USD,3.00,USD,2.55,
13-09-2024,07:20,12-09-2024,MICROSOFT CORP,US5949181045,Retención del dividendo,,USD,-0.45,USD,-0.45,
12-09-2024,19:01,12-09-2024,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 8,68 EUR",,,,EUR,46.97,
12-09-2024,19:01,12-09-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-8.68,EUR,38.29,
12-09-2024,06:52,11-09-2024,,,Ingreso Cambio de Divisa,,EUR,8.68,EUR,46.97,
12-09-2024,06:52,11-09-2024,,,Retirada Cambio de Divisa,1.1040,USD,-9.58,USD,0.00,
11-09-2024,07:16,10-09-2024,EXXONMOBIL CORP,US30231G1022,Retención del dividendo,,USD,-0.71,USD,9.58,
11-09-2024,07:16,10-09-2024,EXXONMOBIL CORP,US30231G1022,Dividendo,,USD,4.75,USD,10.29,
11-09-2024,07:12,10-09-2024,CHEVRON CORP,US1667641005,Dividendo,,USD,6.52,USD,5.54,
11-09-2024,07:12,10-09-2024,CHEVRON CORP,US1667641005,Retención del dividendo,,USD,-0.98,USD,-0.98,
05-09-2024,17:16,05-09-2024,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 3,98 EUR",,,,EUR,38.29,
